,gen,score,total,angle,range,speed,rspeed
668,20,0,30,136.46,19.56,21.59,253.2
669,20,0,30,135.3,18.79,21.58,233.64
670,21,4,30,136.73,18.83,21.48,229.78
671,21,3,30,136.7,19.46,21.52,227.11
672,21,2,30,133.9,19.26,22.02,225.61
673,21,2,30,136.86,19.38,21.3,226.94
674,21,2,30,135.82,19.03,21.5,227.68
675,21,2,30,134.73,19.03,22.18,225.34
676,21,2,30,136.09,18.88,21.31,226.56
677,21,2,30,137.42,19.12,21.24,230.25
678,21,2,30,136.56,19.22,21.37,228.97
679,21,1,30,137.8,19.09,21.49,225.72
680,21,1,30,134.4,19.13,22.02,223.27
681,21,1,30,138.66,18.79,21.43,221.44
682,21,1,30,138.0,18.91,21.48,222.22
683,21,1,30,137.88,19.31,21.73,225.83
684,21,1,30,135.04,19.09,22.02,224.87
685,21,1,30,137.0,19.16,21.47,226.89
686,21,1,30,137.3,19.32,21.41,224.87
687,21,1,30,136.84,18.87,21.59,229.08
688,21,0,30,133.32,18.87,22.02,227.34
689,21,0,30,137.67,18.24,21.43,236.27
690,21,0,30,137.5,19.03,21.48,224.56
691,21,0,30,138.93,19.25,20.4,222.37
692,21,0,30,137.14,19.02,21.52,227.05
693,21,0,30,137.66,18.93,21.68,225.06
694,21,0,30,137.39,18.99,21.53,228.7
695,21,0,30,138.22,19.28,21.53,222.99
696,21,0,30,137.58,18.53,19.28,225.51
697,21,0,30,139.13,18.57,20.17,229.53
698,21,0,30,137.63,16.75,20.35,225.66
699,21,0,30,137.3,19.32,21.41,224.87
700,22,5,30,136.41,19.09,21.49,227.28
701,22,3,30,135.56,18.98,21.75,226.53
702,22,2,30,136.93,19.27,21.39,226.92
703,22,2,30,136.31,19.17,21.95,225.58
704,22,2,30,137.68,19.12,21.48,224.28
705,22,2,30,137.33,19.23,21.4,226.33
706,22,2,30,137.21,19.14,21.36,228.57
707,22,2,30,135.72,19.25,21.85,226.23
708,22,2,30,136.28,19.02,21.73,223.53
709,22,1,30,135.23,19.24,21.7,204.56
710,22,1,30,134.57,19.08,22.1,224.31
711,22,1,30,137.29,19.38,21.62,226.47
712,22,1,30,136.85,19.31,21.5,227.0
713,22,1,30,136.73,18.83,21.48,229.78
714,22,1,30,136.09,18.88,21.31,226.56
715,22,1,30,135.23,21.16,21.7,227.29
716,22,1,30,137.08,19.35,21.35,225.91
717,22,0,30,136.63,19.34,23.59,228.04
718,22,0,30,123.62,19.22,21.32,227.56
719,22,0,30,137.36,19.22,21.32,227.56
720,22,0,30,136.86,18.99,21.48,228.34
721,22,0,30,136.27,18.93,21.49,228.73
722,22,0,30,135.63,19.26,21.66,225.11
723,22,0,30,136.79,19.1,21.39,228.36
724,22,0,30,136.23,19.11,21.63,227.56
725,22,0,30,137.35,19.19,21.5,224.67
726,22,0,30,137.44,19.23,19.44,226.36
727,22,0,30,137.07,18.97,21.36,230.02
728,22,0,30,136.71,19.3,21.34,227.96
729,22,0,30,135.28,20.93,21.84,226.51
730,23,3,30,136.34,17.15,21.61,225.41
731,23,3,30,135.94,19.07,21.85,226.06
732,23,3,30,135.99,19.04,21.62,226.91
733,23,2,30,123.3,19.15,21.71,224.93
734,23,2,30,136.81,19.13,21.56,224.93
735,23,2,30,135.64,19.11,21.8,226.38
736,23,2,30,136.69,19.13,21.47,226.52
737,23,2,30,122.71,19.06,21.61,225.41
738,23,2,30,136.98,19.07,21.6,223.9
739,23,2,30,137.51,21.1,21.44,225.31
740,23,1,30,136.85,19.24,21.56,226.88
741,23,1,30,136.74,19.08,21.54,226.05
742,23,1,30,136.81,19.13,21.56,224.93
743,23,1,30,149.87,19.12,21.57,226.72
744,23,1,30,136.36,19.13,21.72,226.43
745,23,1,30,136.28,19.28,21.67,226.61
746,23,1,30,136.62,19.05,21.61,225.4
747,23,0,30,136.25,18.99,21.4,226.92
748,23,0,30,137.45,19.13,21.42,226.42
749,23,0,30,136.51,19.07,21.35,226.74
750,23,0,30,123.14,19.2,21.68,225.96
751,23,0,30,136.04,20.24,21.6,227.15
752,23,0,30,135.23,21.16,21.7,227.29
753,23,0,30,136.25,18.99,21.4,226.92
754,23,0,30,136.63,19.2,21.49,227.14
755,23,0,30,136.22,20.15,21.53,205.14
756,23,0,30,135.56,17.08,19.58,226.53
757,23,0,30,136.06,19.17,21.67,226.76
758,23,0,30,122.91,18.96,21.49,228.53
759,23,0,30,136.89,19.29,23.59,249.66
760,24,4,30,136.6,18.19,21.58,226.14
761,24,3,30,136.68,19.07,21.58,225.73
762,24,3,30,136.58,19.13,21.64,225.68
763,24,3,30,136.93,19.12,21.52,225.36
764,24,2,30,136.75,20.07,21.53,226.11
765,24,2,30,136.58,18.14,21.58,225.17
766,24,2,30,136.34,19.08,21.54,226.71
767,24,2,30,135.94,19.07,21.85,226.06
768,24,2,30,130.05,19.14,21.64,224.93
769,24,2,30,129.82,18.15,21.66,225.17
770,24,1,30,136.34,17.15,21.61,225.41
771,24,1,30,130.07,19.19,21.63,225.9
772,24,1,30,136.93,19.12,21.52,225.36
773,24,1,30,136.34,19.08,21.54,226.71
774,24,1,30,129.64,19.09,21.67,225.92
775,24,0,30,122.76,19.08,21.59,225.92
776,24,0,30,136.78,19.1,21.55,248.04
777,24,0,30,136.37,19.1,21.71,225.49
778,24,0,30,136.14,18.11,21.73,225.73
779,24,0,30,136.8,19.06,21.61,224.65
780,24,0,30,129.85,19.06,21.6,224.65
781,24,0,30,136.85,19.24,21.56,226.88
782,24,0,30,135.99,19.04,21.62,226.91
783,24,0,30,117.1,20.08,21.52,225.36
784,24,0,30,129.85,19.06,21.6,224.65
785,24,0,30,129.82,18.15,21.66,225.17
786,24,0,30,129.5,19.17,21.64,226.01
787,24,0,30,136.98,19.07,21.6,223.9
788,24,0,30,136.31,18.21,21.64,226.01
789,24,0,30,136.17,18.09,21.61,226.16
790,25,5,30,136.27,18.63,21.72,226.1
791,25,3,30,136.72,19.57,21.55,225.92
792,25,2,30,133.28,19.11,21.59,225.64
793,25,2,30,136.63,19.1,21.53,226.03
794,25,2,30,136.72,19.57,21.55,248.51
795,25,2,30,136.46,16.33,21.62,225.54
796,25,2,30,136.59,18.17,21.58,225.65
797,25,2,30,136.27,18.63,21.72,226.1
798,25,2,30,136.26,19.1,21.75,225.87
799,25,1,30,129.95,18.67,21.65,225.54
800,25,1,30,136.31,19.07,21.72,225.89
801,25,1,30,136.6,18.19,21.58,226.14
802,25,1,30,136.34,19.57,21.69,226.08
803,25,1,30,136.34,18.12,21.58,226.06
804,25,1,30,133.5,19.16,21.58,225.63
805,25,1,30,136.26,18.61,21.72,225.61
806,25,1,30,133.5,19.16,21.58,225.63
807,25,0,30,136.63,16.74,21.58,225.45
808,25,0,30,136.59,18.66,21.61,225.91
809,25,0,30,136.8,21.0,21.55,225.54
810,25,0,30,132.88,18.61,21.76,225.61
811,25,0,30,132.99,19.1,21.75,225.49
812,25,0,30,136.76,18.66,21.55,225.75
813,25,0,30,133.31,18.64,21.61,202.54
814,25,0,30,133.21,18.17,21.62,225.66
815,25,0,30,136.64,18.63,19.42,225.93
816,25,0,30,136.59,18.66,21.61,225.91
817,25,0,30,133.2,18.64,21.65,225.43
818,25,0,30,136.6,18.19,21.58,226.14
819,25,0,30,136.46,19.11,21.59,226.2
820,26,4,30,133.11,18.65,21.68,225.82
821,26,3,30,136.49,19.1,21.64,226.01
822,26,3,30,133.11,18.65,21.68,225.82
823,26,3,30,136.67,19.33,21.54,237.27
824,26,2,30,121.5,19.34,21.57,225.78
825,26,2,30,136.36,17.71,21.69,225.71
826,26,2,30,134.94,18.64,21.59,225.65
827,26,2,30,136.3,19.1,21.7,226.09
828,26,2,30,136.66,18.88,21.57,226.03
829,26,1,30,136.37,17.48,21.67,225.82
830,26,1,30,133.5,19.16,21.58,225.63
831,26,1,30,135.07,19.13,21.56,225.83
832,26,1,30,133.11,18.65,19.51,225.82
833,26,1,30,136.27,18.63,21.72,226.1
834,26,1,30,136.27,18.63,21.72,226.1
835,26,1,30,136.59,17.95,21.59,225.73
836,26,0,30,136.46,16.33,21.62,225.54
837,26,0,30,134.78,18.87,21.66,225.87
838,26,0,30,136.27,18.63,21.72,226.1
839,26,0,30,136.45,18.87,21.63,203.46
840,26,0,30,136.37,17.48,19.5,225.82
841,26,0,30,136.45,18.62,21.65,225.77
842,26,0,30,134.94,18.64,21.59,225.65
843,26,0,30,136.27,18.63,21.72,226.1
844,26,0,30,136.49,19.09,21.64,237.06
845,26,0,30,136.36,17.71,21.69,225.71
846,26,0,30,136.3,18.61,21.66,225.96
847,26,0,30,134.98,17.74,21.6,225.59
848,26,0,30,136.44,18.85,21.63,225.82
849,26,0,30,136.43,18.4,21.65,225.88
850,27,4,30,134.8,18.88,21.66,248.5
851,27,3,30,134.73,18.18,23.85,225.76
852,27,3,30,136.58,19.22,21.59,231.64
853,27,3,30,127.3,18.99,21.63,225.8
854,27,2,30,136.57,18.99,21.6,226.02
855,27,2,30,136.38,18.87,21.68,226.05
856,27,2,30,133.11,18.65,21.68,225.82
857,27,2,30,127.3,18.99,21.63,225.8
858,27,1,30,127.3,18.99,21.63,225.8
859,27,1,30,136.62,18.41,21.58,225.88
860,27,1,30,136.4,19.1,21.67,226.05
861,27,1,30,136.33,18.29,21.69,225.96
862,27,1,30,134.8,18.88,21.66,225.91
863,27,1,30,134.22,18.9,21.58,225.64
864,27,1,30,133.3,18.9,21.63,248.3
865,27,1,30,134.9,19.13,21.64,225.86
866,27,1,30,134.88,18.77,21.62,225.92
867,27,0,30,135.09,21.17,21.56,231.45
868,27,0,30,136.67,19.11,21.56,231.65
869,27,0,30,127.3,18.99,21.63,225.8
870,27,0,30,134.8,18.88,21.66,225.91
871,27,0,30,133.11,18.65,21.68,225.82
872,27,0,30,134.71,18.88,21.69,225.95
873,27,0,30,135.71,18.87,21.61,225.83
874,27,0,30,133.3,18.9,21.63,225.72
875,27,0,30,136.57,18.99,21.6,226.02
876,27,0,30,135.09,19.25,21.56,231.45
877,27,0,30,135.87,19.23,21.55,208.4
878,27,0,30,134.22,18.9,23.74,225.64
879,27,0,30,127.3,18.99,21.63,225.8
880,28,3,30,130.76,18.95,21.61,225.72
881,28,3,30,134.85,20.9,21.65,237.18
882,28,2,30,131.82,18.64,21.66,225.88
883,28,2,30,134.77,18.53,22.76,225.84
884,28,2,30,135.59,18.87,21.67,225.98
885,28,2,30,136.45,18.64,21.64,225.99
886,28,2,30,133.95,18.76,21.67,237.16
887,28,2,30,135.69,18.93,21.63,225.97
888,28,2,30,136.58,19.1,21.6,228.83
889,28,1,30,127.3,18.99,23.79,225.8
890,28,1,30,131.05,18.93,21.64,225.86
891,28,1,30,136.37,18.7,21.68,203.4
892,28,1,30,134.8,18.88,21.66,237.21
893,28,1,30,131.05,18.93,21.64,237.15
894,28,1,30,133.95,18.76,21.67,237.16
895,28,1,30,134.8,18.88,21.66,237.21
896,28,1,30,131.05,18.93,21.64,225.86
897,28,1,30,131.05,18.93,21.64,237.15
898,28,1,30,136.39,18.98,21.67,226.05
899,28,0,30,135.73,18.88,19.45,225.97
900,28,0,30,136.48,18.93,19.47,226.04
901,28,0,30,135.61,18.53,21.66,225.94
902,28,0,30,131.09,18.88,21.63,225.86
903,28,0,30,135.69,19.05,21.62,228.78
904,28,0,30,135.4,17.15,21.59,228.64
905,28,0,30,122.83,18.93,21.64,226.04
906,28,0,30,134.48,18.54,22.72,248.27
907,28,0,30,134.02,18.54,22.74,237.03
908,28,0,30,131.05,18.93,21.64,225.86
909,28,0,30,135.69,19.05,21.62,264.08
910,29,4,30,149.58,18.78,21.67,214.69
911,29,3,30,136.08,18.99,21.63,227.41
912,29,3,30,130.76,18.95,21.61,203.15
913,29,2,30,136.07,18.79,23.8,225.98
914,29,2,30,135.71,20.0,21.62,233.01
915,29,2,30,135.58,18.79,21.67,220.31
916,29,2,30,135.65,19.77,21.65,231.58
917,29,1,30,135.59,18.93,21.67,231.63
918,29,1,30,130.63,18.88,22.73,231.48
919,29,1,30,127.3,18.99,23.79,225.8
920,29,1,30,132.95,17.93,21.65,237.17
921,29,1,30,135.17,18.87,21.67,254.77
922,29,1,30,133.81,19.02,21.62,227.34
923,29,1,30,134.4,19.83,21.66,237.17
924,29,1,30,134.82,19.89,21.65,237.2
925,29,1,30,135.17,18.87,21.67,231.61
926,29,1,30,132.95,19.92,21.65,237.17
927,29,1,30,135.27,19.92,21.64,231.57
928,29,1,30,132.91,16.86,19.98,225.85
929,29,0,30,136.48,19.04,21.63,227.44
930,29,0,30,133.71,18.82,21.66,220.28
931,29,0,30,131.82,18.64,21.66,225.88
932,29,0,30,148.3,18.85,21.65,231.56
933,29,0,30,133.17,18.91,21.64,225.85
934,29,0,30,132.95,19.92,21.65,231.52
935,29,0,30,132.76,18.74,22.18,225.78
936,29,0,30,131.44,18.79,21.65,225.87
937,29,0,30,120.96,19.83,21.66,237.17
938,29,0,30,133.72,18.96,21.66,231.6
939,29,0,30,134.2,18.87,21.63,227.35
940,30,3,30,135.45,19.44,23.81,232.3
941,30,3,30,142.83,18.89,21.65,198.94
942,30,2,30,135.83,18.79,22.73,223.14
943,30,2,30,134.33,19.96,21.63,235.09
944,30,2,30,135.83,18.89,21.65,223.86
945,30,2,30,142.58,18.86,21.67,223.16
946,30,2,30,135.63,18.93,21.65,241.09
947,30,2,30,132.22,18.95,22.18,229.41
948,30,2,30,132.97,18.91,21.64,228.96
949,30,2,30,133.21,19.36,21.63,217.37
950,30,1,30,135.05,19.9,21.65,234.38
951,30,1,30,142.2,19.34,21.66,225.94
952,30,1,30,127.3,18.99,23.79,225.8
953,30,1,30,142.37,18.83,21.67,234.73
954,30,1,30,136.08,18.99,21.63,227.41
955,30,1,30,135.68,19.45,21.64,229.49
956,30,1,30,135.24,19.41,21.65,232.29
957,30,1,30,134.04,17.87,20.83,240.31
958,30,0,30,141.99,19.31,21.67,225.93
959,30,0,30,134.3,19.85,21.65,234.38
960,30,0,30,135.24,17.47,21.65,232.29
961,30,0,30,140.17,18.86,21.64,208.92
962,30,0,30,135.83,18.79,22.73,223.14
963,30,0,30,134.25,17.82,20.82,223.08
964,30,0,30,131.79,18.4,22.19,234.32
965,30,0,30,133.17,18.87,21.64,211.73
966,30,0,30,141.24,17.82,20.83,220.27
967,30,0,30,140.17,18.86,21.64,208.92
968,30,0,30,133.21,19.36,21.63,195.63
969,30,0,30,135.68,19.89,21.63,232.3
970,31,4,30,139.14,19.16,22.73,215.62
971,31,3,30,135.07,18.94,22.72,212.37
972,31,2,30,139.1,18.81,22.2,228.94
973,31,2,30,135.83,18.79,22.73,223.14
974,31,2,30,131.56,18.89,23.26,224.47
975,31,2,30,134.75,18.65,22.32,236.3
976,31,2,30,134.33,19.96,21.63,235.09
977,31,2,30,134.21,19.17,25.0,230.63
978,31,2,30,122.09,19.19,21.64,235.29
979,31,1,30,139.21,18.87,21.66,223.51
980,31,1,30,135.08,19.42,21.64,229.47
981,31,1,30,142.71,18.87,21.66,211.05
982,31,1,30,134.32,19.18,21.64,229.22
983,31,1,30,134.65,19.17,21.63,222.39
984,31,1,30,135.44,19.4,21.65,229.12
985,31,1,30,135.34,19.42,21.65,237.74
986,31,1,30,139.1,18.86,21.66,229.29
987,31,1,30,138.94,19.39,21.65,216.66
988,31,0,30,134.69,19.93,21.64,234.74
989,31,0,30,133.92,18.94,21.91,235.25
990,31,0,30,135.36,19.68,21.64,231.94
991,31,0,30,138.58,19.42,21.64,217.02
992,31,0,30,139.14,19.16,22.73,215.62
993,31,0,30,134.03,18.92,21.91,226.63
994,31,0,30,133.77,19.66,21.63,226.23
995,31,0,30,132.71,19.15,21.9,223.39
996,31,0,30,134.75,18.65,22.32,236.3
997,31,0,30,134.33,19.4,22.72,224.83
998,31,0,30,134.89,19.7,22.72,233.69
999,31,0,30,133.5,18.39,21.23,234.63
1000,32,3,30,134.91,16.92,22.52,224.34
1001,32,3,30,135.45,18.86,22.73,239.53
1002,32,2,30,134.75,18.65,20.08,236.3
1003,32,2,30,130.65,19.03,21.65,229.4
1004,32,2,30,137.08,18.87,22.46,220.65
1005,32,2,30,135.35,19.03,23.0,220.05
1006,32,2,30,135.02,18.98,23.86,226.88
1007,32,2,30,135.33,18.85,22.73,226.7
1008,32,2,30,137.08,18.87,22.46,220.65
1009,32,2,30,132.89,19.03,24.13,227.55
1010,32,1,30,133.32,18.91,22.99,218.42
1011,32,1,30,135.33,18.85,22.73,226.7
1012,32,1,30,137.46,18.8,20.22,248.64
1013,32,1,30,135.21,19.42,21.65,233.6
1014,32,1,30,135.08,19.42,21.64,229.47
1015,32,1,30,136.89,19.17,22.18,219.0
1016,32,1,30,136.68,19.17,23.86,223.13
1017,32,1,30,130.61,19.18,22.19,225.46
1018,32,0,30,134.86,19.3,21.64,225.93
1019,32,0,30,135.07,18.98,22.19,226.18
1020,32,0,30,134.82,19.28,23.32,229.87
1021,32,0,30,128.2,19.19,21.64,232.26
1022,32,0,30,134.33,19.96,21.63,235.09
1023,32,0,30,137.08,18.87,22.46,220.65
1024,32,0,30,135.02,18.98,23.86,226.88
1025,32,0,30,134.71,19.69,21.64,232.28
1026,32,0,30,128.76,19.29,21.65,232.2
1027,32,0,30,135.39,19.41,21.65,233.43
1028,32,0,30,132.89,19.03,24.13,227.55
1029,32,0,30,130.51,19.29,21.65,225.98
1030,33,4,30,134.11,18.94,23.43,249.84
1031,33,3,30,136.05,18.93,23.16,223.77
1032,33,2,30,135.35,19.03,23.0,220.05
1033,33,2,30,133.75,19.17,22.18,222.23
1034,33,2,30,132.91,19.3,21.92,229.53
1035,33,2,30,136.05,18.93,23.16,223.77
1036,33,2,30,136.01,19.1,23.43,221.59
1037,33,2,30,132.7,18.84,20.87,232.85
1038,33,2,30,135.35,19.03,23.0,220.05
1039,33,1,30,135.18,17.89,22.62,231.93
1040,33,1,30,132.97,19.01,22.46,226.08
1041,33,1,30,133.05,18.95,22.19,234.46
1042,33,1,30,135.79,18.04,23.19,223.73
1043,33,1,30,133.0,19.03,22.32,224.72
1044,33,1,30,135.39,18.86,22.73,233.12
1045,33,1,30,134.11,18.94,23.43,227.13
1046,33,1,30,132.7,18.84,20.87,232.85
1047,33,1,30,148.73,19.14,22.19,228.09
1048,33,0,30,135.2,18.89,22.73,219.54
1049,33,0,30,135.26,19.14,22.19,234.5
1050,33,0,30,149.49,18.04,22.35,221.67
1051,33,0,30,136.12,19.1,22.59,219.52
1052,33,0,30,136.22,18.95,22.73,220.35
1053,33,0,30,136.21,16.98,22.6,223.68
1054,33,0,30,135.45,18.86,20.46,239.53
1055,33,0,30,132.82,19.08,23.03,226.17
1056,33,0,30,136.26,18.87,22.6,230.09
1057,33,0,30,135.28,19.22,22.32,226.82
1058,33,0,30,130.63,19.1,21.92,227.43
1059,33,0,30,135.99,17.89,22.49,222.5
1060,34,4,30,135.06,19.02,23.43,224.36
1061,34,4,30,135.35,19.03,23.0,220.05
1062,34,3,30,134.13,19.16,22.46,224.79
1063,34,3,30,134.03,18.93,21.93,226.45
1064,34,3,30,141.24,19.15,22.19,225.16
1065,34,2,30,132.87,18.89,21.53,233.66
1066,34,2,30,134.55,18.94,22.68,229.12
1067,34,2,30,136.03,19.01,23.3,222.68
1068,34,2,30,134.11,18.94,23.43,227.13
1069,34,1,30,134.04,18.59,22.27,207.66
1070,34,1,30,147.62,18.99,22.59,249.98
1071,34,1,30,134.36,18.97,22.15,227.22
1072,34,1,30,134.04,18.85,21.8,232.98
1073,34,1,30,134.03,18.93,21.93,226.45
1074,34,0,30,133.4,18.89,22.15,252.99
1075,34,0,30,134.48,19.11,24.79,226.65
1076,34,0,30,133.33,19.24,22.05,225.88
1077,34,0,30,134.03,18.93,21.93,226.45
1078,34,0,30,134.18,19.03,22.66,222.38
1079,34,0,30,134.9,19.05,22.67,223.0
1080,34,0,30,135.68,19.06,23.21,220.82
1081,34,0,30,134.04,18.85,21.8,232.98
1082,34,0,30,142.04,19.08,22.59,224.07
1083,34,0,30,135.08,18.93,23.3,236.8
1084,34,0,30,132.85,18.94,21.6,228.79
1085,34,0,30,134.64,18.42,23.03,240.89
1086,34,0,30,135.7,17.08,23.08,221.91
1087,34,0,30,132.96,19.16,22.12,227.13
1088,34,0,30,135.72,20.78,22.95,228.44
1089,34,0,30,133.33,19.24,22.05,225.88
1090,35,4,30,138.15,19.09,22.81,224.76
1091,35,3,30,135.21,19.02,23.21,222.2
1092,35,3,30,135.35,19.03,23.0,220.05
1093,35,2,30,135.04,18.8,22.78,215.17
1094,35,2,30,137.89,19.05,22.43,227.14
1095,35,2,30,134.81,18.98,23.05,226.74
1096,35,2,30,134.04,16.96,21.8,232.98
1097,35,1,30,134.11,18.94,23.43,227.13
1098,35,1,30,134.08,18.89,22.62,230.05
1099,35,1,30,134.11,18.96,20.04,226.85
1100,35,1,30,135.35,19.03,23.0,220.05
1101,35,1,30,138.15,19.09,22.81,224.76
1102,35,1,30,121.57,19.09,22.88,223.73
1103,35,1,30,137.63,19.04,22.06,203.22
1104,35,1,30,134.95,18.98,22.84,224.58
1105,35,1,30,134.24,19.07,22.3,226.0
1106,35,1,30,134.24,19.07,22.3,226.0
1107,35,1,30,134.6,19.09,22.94,224.57
1108,35,1,30,134.19,18.95,22.04,226.83
1109,35,0,30,135.21,19.02,23.21,222.2
1110,35,0,30,134.03,18.76,22.1,217.05
1111,35,0,30,134.03,18.93,21.93,226.45
1112,35,0,30,134.13,19.16,22.46,224.79
1113,35,0,30,137.63,19.04,22.06,225.8
1114,35,0,30,135.29,18.97,22.99,248.49
1115,35,0,30,134.81,18.98,23.05,249.41
1116,35,0,30,124.47,19.09,22.59,222.6
1117,35,0,30,134.03,18.93,21.93,226.45
1118,35,0,30,133.45,18.91,21.73,230.05
1119,35,0,30,137.68,19.05,22.81,226.14
1120,36,3,30,134.57,18.87,23.11,221.15
1121,36,3,30,135.2,18.91,22.89,217.61
1122,36,3,30,134.19,18.95,22.04,226.83
1123,36,3,30,129.86,19.09,22.84,224.24
1124,36,2,30,136.75,19.06,22.9,222.4
1125,36,2,30,136.48,19.03,22.93,225.75
1126,36,2,30,136.04,19.0,22.24,226.99
1127,36,1,30,134.73,19.04,22.76,224.1
1128,36,1,30,134.73,18.98,23.21,223.59
1129,36,1,30,135.01,19.0,23.13,224.47
1130,36,1,30,134.64,18.93,22.54,220.59
1131,36,1,30,136.1,18.03,22.3,228.87
1132,36,1,30,134.7,17.99,22.4,226.51
1133,36,1,30,134.92,18.89,22.92,220.95
1134,36,1,30,134.82,18.95,22.86,219.87
1135,36,1,30,136.75,19.06,22.9,222.4
1136,36,1,30,136.68,19.05,23.01,223.48
1137,36,1,30,136.11,18.99,22.71,227.41
1138,36,1,30,115.03,18.03,22.34,228.36
1139,36,0,30,136.48,20.94,20.64,225.75
1140,36,0,30,129.6,19.07,22.47,213.48
1141,36,0,30,134.82,18.95,22.86,219.87
1142,36,0,30,129.86,19.09,22.84,224.24
1143,36,0,30,134.56,18.85,22.7,222.61
1144,36,0,30,134.52,19.02,22.68,226.37
1145,36,0,30,134.64,18.93,22.54,220.59
1146,36,0,30,135.91,19.0,22.05,215.03
1147,36,0,30,136.35,19.01,22.74,226.94
1148,36,0,30,135.28,19.02,23.1,221.12
1149,36,0,30,121.41,19.06,23.08,223.39
1150,37,4,30,134.44,18.47,24.44,226.67
1151,37,3,30,129.86,19.09,22.84,224.24
1152,37,3,30,132.03,19.02,22.44,225.54
1153,37,3,30,135.31,18.94,22.67,224.07
1154,37,2,30,135.66,18.96,23.0,221.77
1155,37,2,30,135.66,18.96,23.0,221.77
1156,37,1,30,135.44,19.0,22.53,225.16
1157,37,1,30,133.17,19.06,22.89,247.5
1158,37,1,30,125.89,18.54,22.62,225.38
1159,37,1,30,135.6,19.04,22.84,224.92
1160,37,1,30,135.15,18.97,22.38,227.12
1161,37,1,30,135.47,19.0,22.47,224.62
1162,37,1,30,125.54,18.51,22.29,227.67
1163,37,1,30,133.27,19.07,22.93,223.86
1164,37,1,30,135.15,18.97,22.38,227.12
1165,37,1,30,132.53,19.0,22.87,220.93
1166,37,1,30,135.4,18.01,22.35,227.69
1167,37,1,30,134.7,17.99,22.4,226.51
1168,37,1,30,129.86,19.09,22.84,224.24
1169,37,0,30,124.8,18.45,22.72,224.75
1170,37,0,30,135.97,18.99,22.9,220.0
1171,37,0,30,132.25,19.01,22.69,222.42
1172,37,0,30,135.66,18.96,23.0,221.77
1173,37,0,30,132.25,19.01,22.69,222.42
1174,37,0,30,135.66,18.96,23.0,221.77
1175,37,0,30,132.28,18.54,22.62,225.38
1176,37,0,30,132.39,18.99,22.88,222.6
1177,37,0,30,132.29,19.07,22.8,224.17
1178,37,0,30,135.66,18.96,23.0,221.77
1179,37,0,30,135.48,18.94,22.58,223.97
1180,38,4,30,130.68,18.77,22.55,225.0
1181,38,3,30,133.81,19.03,22.64,225.23
1182,38,3,30,134.28,18.53,22.62,261.35
1183,38,3,30,133.24,18.75,23.44,226.11
1184,38,3,30,134.88,18.7,23.56,225.37
1185,38,3,30,132.51,19.03,22.61,225.68
1186,38,2,30,135.0,18.47,22.53,225.29
1187,38,2,30,134.44,18.47,24.44,226.67
1188,38,2,30,132.51,19.03,22.61,225.68
1189,38,1,30,133.85,20.89,22.72,223.66
1190,38,1,30,132.6,19.04,24.93,236.52
1191,38,1,30,135.49,18.95,22.84,222.92
1192,38,1,30,130.34,18.74,22.33,227.4
1193,38,1,30,132.63,18.55,22.6,225.97
1194,38,0,30,132.28,19.01,22.65,223.23
1195,38,0,30,121.0,18.47,24.44,226.67
1196,38,0,30,133.85,18.99,22.72,223.66
1197,38,0,30,135.29,18.99,22.45,226.14
1198,38,0,30,135.02,18.76,23.64,225.8
1199,38,0,30,131.57,19.08,22.88,224.05
1200,38,0,30,135.57,18.98,22.74,223.2
1201,38,0,30,134.29,19.0,22.8,223.96
1202,38,0,30,132.15,18.78,23.64,225.46
1203,38,0,30,133.81,18.77,23.66,237.08
1204,38,0,30,133.27,19.07,22.93,223.86
1205,38,0,30,132.15,18.78,23.64,225.46
1206,38,0,30,135.02,16.88,23.64,203.22
1207,38,0,30,135.31,18.94,22.67,224.07
1208,38,0,30,133.24,18.75,23.44,226.11
1209,38,0,30,135.63,19.0,22.92,223.35
1210,39,5,30,131.66,18.66,22.57,225.48
1211,39,3,30,134.97,18.71,23.64,224.8
1212,39,3,30,131.59,18.9,22.58,225.34
1213,39,3,30,133.22,19.97,23.83,230.09
1214,39,2,30,133.48,18.75,23.53,248.8
1215,39,2,30,132.84,18.62,22.54,247.66
1216,39,2,30,134.13,18.75,23.54,225.95
1217,39,2,30,120.36,18.87,24.24,230.94
1218,39,1,30,134.58,18.62,23.09,243.36
1219,39,1,30,121.18,18.5,22.58,243.32
1220,39,1,30,133.24,18.75,23.44,226.11
1221,39,1,30,134.06,19.71,22.67,242.5
1222,39,1,30,133.16,19.03,22.63,225.46
1223,39,1,30,130.51,18.76,22.44,226.2
1224,39,1,30,134.35,18.87,23.1,225.3
1225,39,1,30,132.55,19.03,23.77,231.1
1226,39,0,30,134.35,18.87,23.1,225.3
1227,39,0,30,133.53,18.89,23.04,225.67
1228,39,0,30,134.58,18.62,23.09,243.36
1229,39,0,30,131.43,18.89,22.47,226.54
1230,39,0,30,133.76,18.75,22.57,225.49
1231,39,0,30,132.56,18.62,23.49,225.84
1232,39,0,30,118.76,18.76,22.99,225.55
1233,39,0,30,133.46,18.54,22.61,243.66
1234,39,0,30,135.24,18.71,22.69,224.11
1235,39,0,30,133.76,18.64,23.03,243.73
1236,39,0,30,131.96,18.76,22.99,225.55
1237,39,0,30,132.26,21.81,22.63,224.33
1238,39,0,30,133.69,20.75,20.77,225.53
1239,39,0,30,132.56,18.62,23.49,225.84
